u,v,key,osmid,lit,lanes,surface,name,ref,highway,maxspeed,oneway,reversed,length,grade,grade_abs,elevation_change,junction,sidewalk,access,bridge,service,incline,tactile_paving,smoothness,tunnel,width,est_width,footway
5808093249,5808093250,0,613947938,,,concrete,,,path,,False,True,17.85259844555834,0.0,0.0,0.0,,,,,,,,,,,,
5808093250,6067373398,0,543398657,,,concrete,Montaignehof,,service,30,False,True,41.264320077737885,0.0,0.0,0.0,,,,,,,,,,,,
5808093250,5808093249,0,613947938,,,concrete,,,path,,False,False,17.85259844555834,0.0,0.0,0.0,,,,,,,,,,,,
5808093250,5912579529,0,543398657,,,concrete,Montaignehof,,service,30,False,False,118.68355738339463,-0.016851533979043216,0.016851533979043216,-2.0,,,,,,,,,,,,
5808093357,6596007609,0,645440799,,,concrete,,,service,,False,True,5.254527010989997,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
5816530426,5816530442,0,615007019,yes,,asphalt,De Uilespiegel,,path,,False,True,215.16084688326032,-0.004647685740624405,0.004647685740624405,-1.0,,,,,,,,,,3.5,,
5816530438,5808093211,0,815548374,,,asphalt,Pannestraat,,residential,50,False,False,114.07737277253601,0.026297940836890018,0.026297940836890018,3.0,,,,,,,,,,,,
5816530438,5816530442,0,815548373,yes,,asphalt,Uilenspiegelpad,,path,,False,False,282.6572182823184,0.0,0.0,0.0,,,,,,,,,,3.5,,
5816530438,9431067571,0,815548386,,,asphalt,Pannestraat,,residential,50,False,True,58.59953359492103,0.0,0.0,0.0,,,,,,,,,,,,
5816530442,258896578,0,"[615985953, 149118407]",yes,,paved,Uilestraatje,,path,,False,"[False, True]",168.77019567082542,0.0,0.0,0.0,,,,,,,,,,,,
5816530442,5816530426,0,615007019,yes,,asphalt,De Uilespiegel,,path,,False,False,215.16084688326032,0.004647685740624405,0.004647685740624405,1.0,,,,,,,,,,3.5,,
5816530442,12536297233,0,"[815548387, 815548372, 815548388, 1065964387]",yes,,"['asphalt', 'paved', 'concrete']",Uilestraatje,,"['residential', 'path']",,False,True,118.9343140733209,0.0,0.0,0.0,,,,yes,,,,,,,,
5816530442,5816530438,0,815548373,yes,,asphalt,Uilenspiegelpad,,path,,False,True,282.6572182823184,0.0,0.0,0.0,,,,,,,,,,3.5,,
5816530452,297167126,0,350325956,,,,Molenweideplein,,residential,30,False,False,10.72492709797346,0.0,0.0,0.0,,,,,,,,,,,,
5816530452,3560722623,0,"[749044825, 749044826, 350325956]",,,,Molenweideplein,,"['residential', 'path']",30,False,True,80.75635806992847,0.0,0.0,0.0,,,,,,,,,building_passage,,,
5816530452,3797229949,0,"[749044824, 1493818501]",,,paved,,,path,,False,False,88.99251609977914,0.0,0.0,0.0,,,,,,,,,,,,
5816530452,7004606857,0,749044824,,,paved,,,path,,False,True,18.061866706652367,0.0,0.0,0.0,,,,,,,,,,,,
5816533357,11146467033,0,615007023,,,,,,service,,False,True,3.633617024796217,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
5824296433,5824296440,0,615985935,,,,,,track,,False,True,91.72862077809434,0.04360689135048281,0.04360689135048281,4.0,,,,,,,,,,,,
5824296439,5824296440,0,615985936,,,,,,unclassified,,False,True,31.59410579790085,0.12660589369380934,0.12660589369380934,4.0,,,,,,,,,,,,
5824296440,5824296439,0,615985936,,,,,,unclassified,,False,False,31.59410579790085,-0.12660589369380934,0.12660589369380934,-4.0,,,,,,,,,,,,
5824296440,1477744797,0,615985936,,,,,,unclassified,,False,True,20.025088131472494,0.0,0.0,0.0,,,,,,,,,,,,
5824296440,5824296433,0,615985935,,,,,,track,,False,False,91.72862077809435,-0.043606891350482804,0.043606891350482804,-4.0,,,,,,,,,,,,
5824296667,5824296682,0,"[1058010800, 613947929, 749028453]",,,"['paved', 'grass']",Brouwershof,,"['residential', 'path']",,False,"[False, True]",50.97508432988869,0.0,0.0,0.0,,,,,,,,,,,,
5824296667,5824296671,0,613947929,,,,Brouwershof,,residential,,False,True,69.21133087695205,0.0,0.0,0.0,,,,,,,,,,,,
5824296667,5824296671,1,615985957,,,paved,,,path,,False,True,97.60050448184882,0.0,0.0,0.0,,,,,,,,,,,,
5824296671,5808093211,0,613947929,,,,Brouwershof,,residential,,False,True,9.952045146706377,0.0,0.0,0.0,,,,,,,,,,,,
5824296671,5824296667,0,613947929,,,,Brouwershof,,residential,,False,False,69.21133087695203,0.0,0.0,0.0,,,,,,,,,,,,
5824296671,5824296667,1,615985957,,,paved,,,path,,False,False,97.6005044818488,0.0,0.0,0.0,,,,,,,,,,,,
5824296682,5824296667,0,"[1058010800, 613947929, 749028453]",,,"['paved', 'grass']",Brouwershof,,"['residential', 'path']",,False,"[False, True]",50.97508432988869,0.0,0.0,0.0,,,,,,,,,,,,
5824296683,6596007613,0,702391827,,,,,,path,,False,True,5.496041755190499,0.0,0.0,0.0,,,,,,,,,,,,
5892716034,1435420707,0,624059286,,,,Batterijstraat,,unclassified,,False,False,19.498588395426076,0.0,0.0,0.0,,,,,,,,,,,,
5892716034,5892716071,0,166379592,,,,,,service,,False,False,35.152205501869766,0.08534315150838624,0.08534315150838624,3.0,,,,,,,,,,,,
5892716034,1435417241,0,624059286,,,,Batterijstraat,,unclassified,,False,True,62.40647294441285,0.06409591523563445,0.06409591523563445,4.0,,,,,,,,,,,,
5892716045,2033020066,0,624059289,,,,,,track,,False,True,259.3647365318602,0.026989019762677428,0.026989019762677428,7.0,,,,,,,,,,,,
5892716065,5892716071,0,624059291,,,,,,service,,False,True,57.88222976568659,0.0,0.0,0.0,,,,,,,,,,,,
5892716070,1435417241,0,416866417,,2,asphalt,Kiezelweg,N78,primary,70,False,False,39.36387994493137,0.025403999844501188,0.025403999844501188,1.0,,,,,,,,,,,,
5892716070,3799720204,0,416866417,,2,asphalt,Kiezelweg,N78,primary,70,False,True,171.89449645332812,0.0,0.0,0.0,,,,,,,,,,,,
5892716070,5892716071,0,624059291,,,,,,service,,False,False,52.60174949652248,0.0,0.0,0.0,,,,,,,,,,,,
5892716071,5892716034,0,166379592,,,,,,service,,False,True,35.152205501869766,-0.08534315150838624,0.08534315150838624,-3.0,,,,,,,,,,,,
5892716071,5892716065,0,624059291,,,,,,service,,False,False,57.88222976568659,0.0,0.0,0.0,,,,,,,,,,,,
5892716071,5892716070,0,624059291,,,,,,service,,False,True,52.60174949652248,0.0,0.0,0.0,,,,,,,,,,,,
5907045764,5907045768,0,625637462,,,,,,track,,False,False,89.96942714817173,0.0,0.0,0.0,,,,,,,,,,,,
5907045765,5907045768,0,625637462,,,,,,track,,False,True,64.31146923647582,0.04664797796748946,0.04664797796748946,3.0,,,,,,,,,,,,
5907045766,5907045767,0,393245291,,,,,,track,,False,False,55.6200959262219,0.0,0.0,0.0,,,,,,,,,,,,
5907045767,5907045766,0,393245291,,,,,,track,,False,True,55.6200959262219,0.0,0.0,0.0,,,,,,,,,,,,
5907045767,5907045768,0,562499763,,,,,,track,,False,False,143.47579484152195,-0.00696981676320081,0.00696981676320081,-1.0,,,,,,,,,,,,
5907045767,5422588913,0,393245291,,,,,,track,,False,False,484.1625870275815,0.004130843757008563,0.004130843757008563,2.0,,,,,,,,,,,,
5907045768,5907045767,0,562499763,,,,,,track,,False,True,143.47579484152195,0.00696981676320081,0.00696981676320081,1.0,,,,,,,,,,,,
5907045768,5907045765,0,625637462,,,,,,track,,False,False,64.31146923647582,-0.04664797796748946,0.04664797796748946,-3.0,,,,,,,,,,,,
5907045768,5907045764,0,625637462,,,,,,track,,False,True,89.96942714817173,0.0,0.0,0.0,,,,,,,,,,,,
5907045768,5422588914,0,562499763,,,,,,track,,False,False,459.27144711675083,-0.002177361571850103,0.002177361571850103,-1.0,,,,,,,,,,,,
5907045772,3999275167,0,546655805,,,unpaved,,,path,,False,False,113.63200925437906,0.0,0.0,0.0,,,,,,,,,,,,
5907045772,3999275165,0,546655805,,,unpaved,,,path,,False,True,253.54751867082473,0.015776135459614232,0.015776135459614232,4.0,,,,,,,,,,,,
5907045772,10048064149,0,625637466,,,unpaved,,,path,,False,True,454.14566271817597,-0.015413556870945855,0.015413556870945855,-7.0,,,,,,,,,,,,
5907046885,923014815,0,"[1097397466, 222831330, 1097397467, 603832610]",,,"['dirt', 'pebblestone']",,,track,,False,False,279.61166759489095,0.017881943350247235,0.017881943350247235,5.0,,,,,,,,"['bad', 'very_bad', 'horrible']",,2,,
5907046885,923014789,0,"[222831330, 1097397468, 1097397469]",,,"['dirt', 'pebblestone']",,,track,,False,True,191.0585173879882,0.005233998534434716,0.005233998534434716,1.0,,,,,,,,very_bad,,,,
5907046885,1477629932,0,603832603,,,,,,path,,False,True,272.29902155087257,-0.04406919985115733,0.04406919985115733,-12.0,,,no,,,,,,,,,
5907046890,4529154892,0,456668534,,,,,,track,,False,False,140.5988249864863,0.007112434973024243,0.007112434973024243,1.0,,,,,,,,,,,,
5907046890,4529210190,0,"[669555758, 456668534]",,,,,,track,,False,True,128.62724708285958,0.0,0.0,0.0,,,,,,,,,,,,
5907046890,5732496997,0,625637473,,,,,,track,,False,False,84.48274129075602,0.0,0.0,0.0,,,,,,,,,,,,
5907046890,2326391059,0,625637473,,,,,,track,,False,True,265.58083576574427,0.018826659632964832,0.018826659632964832,5.0,,,,,,,,,,,,
5907046907,923014857,0,1097512478,,,ground,,,track,,False,True,31.52272603427121,0.0,0.0,0.0,,,,,,,,bad,,,,
5907046907,5907046908,0,625637474,,,grass,,,track,,False,True,216.60221643228334,0.0369340634263595,0.0369340634263595,8.0,,,,,,,,,,,,
5907046907,3239101502,0,1097512478,,,ground,,,track,,False,False,127.30355815874918,0.0,0.0,0.0,,,,,,,,bad,,,,
5907046908,1523017458,0,625637475,,,ground,,,track,,False,True,126.42393494065577,-0.06327915678115266,0.06327915678115266,-8.0,,,,,,,,very_bad,,,,
5907046908,923014855,0,1290726160,,,ground,,,track,,False,False,31.77906442207094,0.0,0.0,0.0,,,,,,,,very_bad,,,,
5907046908,5907046907,0,625637474,,,grass,,,track,,False,False,216.60221643228334,-0.0369340634263595,0.0369340634263595,-8.0,,,,,,,,,,,,
5910472484,31345776,0,4858491,,,concrete,Bedrijfsweg,,unclassified,,False,False,62.32732256212257,-0.0160443278949338,0.0160443278949338,-1.0,,,,,,,,,,,,
5910472484,4987151332,0,4858491,,,concrete,Bedrijfsweg,,unclassified,,False,True,198.97839456841814,-0.010051342530619855,0.010051342530619855,-2.0,,,,,,,,,,,,
5910472484,31345784,0,626039015,,,asphalt,,,service,,False,True,185.77517498164224,-0.010765701069573124,0.010765701069573124,-2.0,,,,,,,,,,,,
5912579499,5912579525,0,626277697,,,grass,,,path,,False,True,13.269751971617977,0.0,0.0,0.0,,,,,,,,,,,,
5912579499,9807445885,0,1068343758,,,grass,BMX-circuit,,path,,False,False,48.35267023847776,0.003678629173184749,0.003678629173184749,1.0,,,,,,,,,,,,
5912579499,9807445885,1,1068343758,,,grass,BMX-circuit,,path,,False,True,271.8403929619947,0.003678629173184749,0.003678629173184749,1.0,,,,,,,,,,,,
5912579517,9807445885,0,1068343756,,,,,,path,,False,False,26.62196640536135,0.0,0.0,0.0,,,,,,,,,,,,
5912579517,9807445872,0,1493818494,yes,,grass,Finse piste,,path,,False,False,90.88615664001904,0.0,0.0,0.0,,,,,,,,,,,,
5912579517,9789125102,0,"[1065962110, 1493818494]",yes,,"['woodchips', 'grass']",Finse piste,,path,,False,"[False, True]",121.82928897110502,-0.008208206815006332,0.008208206815006332,-1.0,,,,,,,,,,,,
5912579521,9807445863,0,1058010209,,,woodchips,Finse piste,,path,,False,False,71.41351655549177,0.0,0.0,0.0,,,,,,,,,,,,
5912579521,9789125102,0,1058010209,,,woodchips,Finse piste,,path,,False,True,30.99017128602555,0.0,0.0,0.0,,,,,,,,,,,,
5912579521,5912579525,0,1068343754,yes,,grass,Finse piste,,path,,False,True,45.18755567337374,0.0,0.0,0.0,,,,,,,,,,,,
5912579525,5912579499,0,626277697,,,grass,,,path,,False,False,13.269751971617977,0.0,0.0,0.0,,,,,,,,,,,,
5912579525,5912579529,0,"[645440800, 626277696, 626277687, 626277695]",,,"['concrete', 'woodchips']",,,"['service', 'path']",,False,True,93.44550934340677,0.0,0.0,0.0,,,,,,,,,,,,
5912579525,5912579521,0,1068343754,yes,,grass,Finse piste,,path,,False,False,45.18755567337374,0.0,0.0,0.0,,,,,,,,,,,,
5912579525,9807445872,0,1068343754,yes,,grass,Finse piste,,path,,False,True,190.23810961319523,0.005256570316185681,0.005256570316185681,1.0,,,,,,,,,,,,
5912579529,5912579530,0,1068343747,,,concrete,,,service,,False,False,39.40251445598848,0.0,0.0,0.0,,,,,,,,,,,,
5912579529,5808093250,0,543398657,,,concrete,Montaignehof,,service,30,False,True,118.68355738339463,0.016851533979043216,0.016851533979043216,2.0,,,,,,,,,,,,
5912579529,5912579525,0,"[626277696, 645440800, 626277695, 626277687]",,,"['concrete', 'woodchips']",,,"['service', 'path']",,False,False,93.44550934340677,0.0,0.0,0.0,,,,,,,,,,,,
5912579530,5912579529,0,1068343747,,,concrete,,,service,,False,True,39.40251445598848,0.0,0.0,0.0,,,,,,,,,,,,
5972148618,5972148621,0,1359567355,,,grass,Belvederepad,,path,,False,True,119.53872825875266,-0.016730979400005116,0.016730979400005116,-2.0,,,,,,,,,,,,
5972148618,12163187680,0,130283279,,,ground,Vroenhofpad,,track,,False,True,90.52586798346194,0.0,0.0,0.0,,,,,,,,very_bad,,,,
5972148618,34568784,0,1359567356,,,compacted,Vroenhofpad,,track,,False,False,77.67810911431249,0.0,0.0,0.0,,,,,,,,,,,,
5972148621,5972148618,0,1359567355,,,grass,Belvederepad,,path,,False,False,119.53872825875266,0.016730979400005116,0.016730979400005116,2.0,,,,,,,,,,,,
5972148621,12106518851,0,1307294066,,,grass,,,track,,False,False,28.147249606505994,0.0,0.0,0.0,,,,,,,,,,,,
5972148621,5972148637,0,1359567355,,,grass,Belvederepad,,path,,False,True,1124.7871522308255,0.0008890570967286289,0.0008890570967286289,1.0,,,,,,,,,,,,
5972148637,12163249676,0,364690005,,,grass,Belvederepad,,path,,False,True,826.9841813515411,-0.021765833501896713,0.021765833501896713,-18.0,,,,,,,,,,,,
5972148637,1911630494,0,"[761335670, 632515022]",,,,Kronkelpad,,"['track', 'path']",,False,"[False, True]",227.45197623173223,0.0,0.0,0.0,,,,,,,,,,,,
5972148637,5972148621,0,1359567355,,,grass,Belvederepad,,path,,False,False,1124.7871522308255,-0.0008890570967286289,0.0008890570967286289,-1.0,,,,,,,,,,,,
5972148673,12106518851,0,130283279,,,ground,Vroenhofpad,,track,,False,False,146.54022831508078,0.0,0.0,0.0,,,,,,,,very_bad,,,,
5972148673,1640542838,0,"[632515057, 151233746, 1308406974, 1308406975]",,,"['dirt', 'asphalt']","['Bampstraat', 'Bamptrap']",,"['unclassified', 'steps', 'path']",,False,"[False, True]",170.4407147158172,-0.023468570914346166,0.023468570914346166,-4.0,,,,,,,,,,,,
5972148673,1435412676,0,1359567357,,,compacted,Vroenhofpad,,track,,False,True,266.15584462521963,-0.003757197221831156,0.003757197221831156,-1.0,,,,,,,,,,,,
5972232811,1435412601,0,1359567361,,,asphalt,Omstraat,,residential,,False,False,33.002618124350526,0.0,0.0,0.0,,,,,,,,,,,,
5972232811,335678611,0,1359567361,,,asphalt,Omstraat,,residential,,False,True,28.301857675134986,0.0,0.0,0.0,,,,,,,,,,,,
5972232811,3790739781,0,1354505805,yes,,paving_stones,,,path,,False,False,182.9167687286339,0.021867869347365294,0.021867869347365294,4.0,,,,,,,,,,0.9,,
6051501216,5745854214,0,642928877,,,dirt,,,track,,False,True,20.027421161669533,0.0,0.0,0.0,,,,,,,,,,,,
6051501225,416166077,0,642928882,,,dirt,,,track,,False,True,35.490529506894845,0.0,0.0,0.0,,,,,,,,,,,,
6051501234,6051501235,0,642928886,,,unpaved,,,path,,False,True,41.66172322084229,0.0,0.0,0.0,,,,,,,,,,,,
6051501235,364351938,0,32386725,,,,Merckenhofstraat,,residential,,False,False,68.4237312616445,0.0,0.0,0.0,,,,,,,,,,,,
6051501235,364351934,0,32386725,,,,Merckenhofstraat,,residential,,False,True,72.870054273598,0.0,0.0,0.0,,,,,,,,,,,,
6051501235,6051501234,0,642928886,,,unpaved,,,path,,False,False,41.66172322084229,0.0,0.0,0.0,,,,,,,,,,,,
6051501236,6051501238,0,642928887,,,unpaved,,,path,,False,True,38.485576666140076,0.0,0.0,0.0,,,,,,,,,,,,
6051501238,36948772,0,5735257,,,asphalt,Kounterstraat,,residential,50,False,False,52.33308479756032,0.0,0.0,0.0,,right,,,,,,,,,,
6051501238,36948770,0,5735257,,,asphalt,Kounterstraat,,residential,50,False,True,25.66332950326997,0.0,0.0,0.0,,right,,,,,,,,,,
6051501238,6051501236,0,642928887,,,unpaved,,,path,,False,False,38.485576666140076,0.0,0.0,0.0,,,,,,,,,,,,
6051501243,2600699248,0,605926756,,,dirt,,,track,,False,False,6.40020159355711,0.0,0.0,0.0,,,,,,,,,,,,
6051501243,2404222688,0,605926756,,,dirt,,,track,,False,True,81.25047845168584,0.14769143799116935,0.14769143799116935,12.0,,,,,,,,,,,,
6051501243,6051501245,0,642928888,,,dirt,,,track,,False,True,40.87220046556273,0.0,0.0,0.0,,,,,,,,,,,,
6051501245,2404222697,0,232077633,,,,,,track,,False,False,343.73401927035064,-0.03491071388707053,0.03491071388707053,-12.0,,,,,,,,,,,,
6051501245,2404222688,0,232077633,,,,,,track,,False,True,56.88544431372594,0.21095027286452098,0.21095027286452098,12.0,,,,,,,,,,,,
6051501245,6051501243,0,642928888,,,dirt,,,track,,False,False,40.87220046556273,0.0,0.0,0.0,,,,,,,,,,,,
6051501248,2193472085,0,642928889,,,,,,track,,False,True,84.00681679032547,0.0,0.0,0.0,,,,,,,,,,,,
6051501249,5745854231,0,642928890,,,dirt,,,track,,False,True,14.090898526274236,0.0,0.0,0.0,,,,,,,,,,,,
6064398435,923018179,0,645022481,,,,,,track,,False,True,268.077367294771,0.003730266415591979,0.003730266415591979,1.0,,,no,,,,,,,,,
6064398462,2323734250,0,645022489,,,unpaved,,,path,,False,True,16.12178565719366,0.0,0.0,0.0,,,,,,,,,,,,
6064398463,2327521715,0,645022490,,,unpaved,,,path,,False,False,53.24200679373961,0.0,0.0,0.0,,,,,,,,,,,,
6064398466,2323734241,0,603832572,,,,,,track,,False,False,98.6363647895396,0.0,0.0,0.0,,,,,,,,,,,,
6064398466,2327690606,0,603832572,,,,,,track,,False,True,117.66366211616987,0.0,0.0,0.0,,,,,,,,,,,,
6064398466,3267715442,0,645022491,,,unpaved,,,path,,False,False,154.0909672029478,-0.00648967306878498,0.00648967306878498,-1.0,,,,,,,,,,,,
6064398467,2327577430,0,223924613,,,,,,track,,False,False,16.63288739376884,0.0,0.0,0.0,,,,,,,,,,,,
6064398467,2327577408,0,645022492,,,unpaved,,,path,,False,True,117.77809345780025,-0.050943259683090325,0.050943259683090325,-6.0,,,,,,,,,,,,
6064398467,4823798259,0,223924613,,,,,,track,,False,True,179.78674814912097,-0.04449716167825973,0.04449716167825973,-8.0,,,,,,,,,,,,
6064398468,2327690550,0,603832575,,,,,,track,,False,False,103.19046926755185,0.0,0.0,0.0,,,,,,,,,,,,
6064398468,2327690522,0,603832575,,,,,,track,,False,True,114.8800172364926,0.04352367034997021,0.04352367034997021,5.0,,,,,,,,,,,,
6064398468,2327577299,0,645022493,,,,,,track,,False,True,154.29798589448944,0.0,0.0,0.0,,,,,,,,,,,,
6064398472,923038593,0,645022496,,,,,,track,,False,True,233.31758547625162,0.0,0.0,0.0,,,,,,,,,,,,
6064398472,1394407833,0,645022496,,,,,,track,,False,False,298.4194735465645,0.003350987749276231,0.003350987749276231,1.0,,,,,,,,,,,,
6064398472,1521284532,0,749256613,,,,,,track,,False,False,229.3659427909078,0.02179922589709863,0.02179922589709863,5.0,,,no,,,,,,,,,
6064398477,6064425993,0,645022497,,,,,,track,,False,True,300.60296553101256,0.0,0.0,0.0,,,,,,,,,,,,
6064425993,6064426005,0,645022497,,,,,,track,,False,True,7.481151156397427,0.0,0.0,0.0,,,,,,,,,,,,
6064425993,4530875004,0,456861128,,,,,,track,,False,True,98.21632866323586,-0.030544819184663275,0.030544819184663275,-3.0,,,,,,,,,,,,
6064425993,6064398477,0,645022497,,,,,,track,,False,False,300.60296553101256,0.0,0.0,0.0,,,,,,,,,,,,
6064425994,6064425995,0,645022499,,,,,,service,,False,True,18.545555276590495,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6064425994,6064425996,0,645022500,,,,,,service,,False,False,44.287300025657075,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6064425994,6064426000,0,645022500,,,,,,service,,False,True,35.1757317713996,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6064425995,6064425994,0,645022499,,,,,,service,,False,False,18.545555276590495,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6064425995,6064425999,0,645022500,,,,,,service,,False,True,43.91177658696565,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6064425995,6064426000,0,645022500,,,,,,service,,False,False,75.17485219138243,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6064425996,6064426005,0,645022498,,,,,,service,,False,False,17.720889432752106,0.0,0.0,0.0,,,,,,,,,,,,
6064425996,6064426010,0,645022498,,,,,,service,,False,True,13.11337940166845,0.0,0.0,0.0,,,,,,,,,,,,
6064425996,6064425994,0,645022500,,,,,,service,,False,True,44.287300025657075,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6064425999,6064426010,0,645022498,,,,,,service,,False,False,5.148591025768508,0.0,0.0,0.0,,,,,,,,,,,,
6064425999,12408294413,0,645022498,,,,,,service,,False,True,16.43757202113428,0.0,0.0,0.0,,,,,,,,,,,,
6064425999,6064425995,0,645022500,,,,,,service,,False,False,43.91177658696565,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6064426000,6064425994,0,645022500,,,,,,service,,False,False,35.1757317713996,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6064426000,6064425995,0,645022500,,,,,,service,,False,True,75.17485219138243,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6064426000,6064426005,0,645022501,,,,,,service,,False,True,96.20934961585252,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6064426005,6064425993,0,645022497,,,,,,track,,False,False,7.481151156397427,0.0,0.0,0.0,,,,,,,,,,,,
6064426005,6064425996,0,645022498,,,,,,service,,False,True,17.720889432752106,0.0,0.0,0.0,,,,,,,,,,,,
6064426005,6064426000,0,645022501,,,,,,service,,False,False,96.20934961585252,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6064426009,4514499390,0,645022503,,,paved,,,path,,False,False,32.2546366615796,0.0,0.0,0.0,,,,,,,,,,,,
6064426009,6064426020,0,645022508,,,,,,service,,False,False,31.331879938040565,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6064426009,12408294412,0,645022508,,,,,,service,,False,True,72.7906457939507,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6064426010,6064425996,0,645022498,,,,,,service,,False,False,13.11337940166845,0.0,0.0,0.0,,,,,,,,,,,,
6064426010,6064425999,0,645022498,,,,,,service,,False,True,5.148591025768508,0.0,0.0,0.0,,,,,,,,,,,,
6064426010,6064426014,0,645022505,,,,,,service,,False,True,83.65888950925594,0.0,0.0,0.0,,,,,driveway,,,,,,,
6064426014,4514499390,0,645022503,,,paved,,,path,,False,True,8.412365588838524,0.0,0.0,0.0,,,,,,,,,,,,
6064426014,6064426010,0,645022505,,,,,,service,,False,False,83.65888950925594,0.0,0.0,0.0,,,,,driveway,,,,,,,
6064426014,4514499393,0,645022505,,,,,,service,,False,True,47.813742907918865,0.0,0.0,0.0,,,,,driveway,,,,,,,
6064426020,6064426009,0,645022508,,,,,,service,,False,True,31.331879938040565,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6064426028,4530875010,0,645022513,,,,,,track,,False,True,15.211754152346034,0.0,0.0,0.0,,,,,,,,,,,,
6064426030,4530935695,0,456861132,,,dirt,,,path,,False,True,6.748587297589654,0.0,0.0,0.0,,,,,,,,,,,,
6064511458,6064511461,0,48982612,,,,,,service,,False,False,21.786542088899044,0.0,0.0,0.0,,,,,,,,,,,,
6064511458,6064511461,1,645029845,,,,,,service,,False,True,116.890189006673,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6064511458,621517459,0,48982612,,,,,,service,,False,True,18.473861305394827,0.0,0.0,0.0,,,,,,,,,,,,
6064511461,3297729170,0,48982612,,,,,,service,,False,False,58.56614927857358,0.0,0.0,0.0,,,,,,,,,,,,
6064511461,6064511458,0,48982612,,,,,,service,,False,True,21.786542088899044,0.0,0.0,0.0,,,,,,,,,,,,
6064511461,6064511458,1,645029845,,,,,,service,,False,False,116.890189006673,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6064511462,621517255,0,1302477789,,,,,,service,,False,False,34.90793832205971,0.0,0.0,0.0,,,,,,,,,,,,
6064511462,621517226,0,1302477789,,,,,,service,,False,True,45.26365967142721,0.0,0.0,0.0,,,,,,,,,,,,
6064511462,621517335,0,48982663,,,,,,service,,False,False,260.1914314101201,0.007686648208055518,0.007686648208055518,2.0,,,,,,,,,,,,
6064511469,621516881,0,"[645029850, 645029847]",,,,,,service,,False,"[False, True]",20.779375965059124,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6067373395,5808093178,0,"[645440785, 645440786]",,,concrete,,,"['service', 'path']",,False,True,23.32948223775856,0.0,0.0,0.0,,,,,,,,,,,,
6067373398,5808093250,0,543398657,,,concrete,Montaignehof,,service,30,False,False,41.264320077737885,0.0,0.0,0.0,,,,,,,,,,,,
6067373398,5808093179,0,645440786,,,concrete,,,service,,False,False,24.7568953791412,0.0,0.0,0.0,,,,,,,,,,,,
6067373398,12536297244,0,1055963368,,,asphalt,,,service,30,False,False,21.42226903207844,0.0,0.0,0.0,,,,,,,,,,,,
6067373398,5253035930,0,1421400070,,,concrete,,,service,30,False,True,82.3790210754684,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6067373400,6596007609,0,749028456,,,paving_stones,,,service,,False,True,19.826749986404284,0.0,0.0,0.0,,,,,parking_aisle,,,,,,,
6067373400,6067373435,0,"[749028456, 748960881]",,,paving_stones,,,service,,False,False,83.82770957107873,-0.04771691867124608,0.04771691867124608,-4.0,,,,,parking_aisle,,,,,,,
6067373400,6067373436,0,1421400069,,,paving_stones,,,service,,False,True,52.86603552266955,-0.07566294617050971,0.07566294617050971,-4.0,,,,,parking_aisle,,,,,,,
6067373401,5808093191,0,664501631,,,,,,path,,False,False,29.67900697900981,0.0,0.0,0.0,,,,,,,,,,,,
6067373402,6067373418,0,645440787,,,concrete,,,path,,False,True,16.12536435571004,0.0,0.0,0.0,,,,yes,,,,,,,,
6067373416,6596007613,0,1058010207,,,,,,path,,False,True,3.5444236052313434,0.0,0.0,0.0,,,,,,,,,,,,
6067373418,5808093192,0,615985961,,,woodchips,Finse piste,,path,,False,False,47.3262348692015,0.0,0.0,0.0,,,,,,,,,,,,
6067373418,5808093190,0,615985961,,,woodchips,Finse piste,,path,,False,True,52.970926814610465,0.0,0.0,0.0,,,,,,,,,,,,
6067373418,6067373402,0,645440787,,,concrete,,,path,,False,False,16.12536435571004,0.0,0.0,0.0,,,,yes,,,,,,,,
6067373421,6067373422,0,645440795,,,,,,path,,False,True,12.06432903206085,0.0,0.0,0.0,,,,,,,,,,,,
6067373422,6067373421,0,645440795,,,,,,path,,False,False,12.06432903206085,0.0,0.0,0.0,,,,,,,,,,,,
6067373422,5808093190,0,615985961,,,woodchips,Finse piste,,path,,False,False,101.90757822561089,0.0,0.0,0.0,,,,,,,,,,,,
